User Photo,User Name,Rank,Time,text,sentiment
https://lh3.googleusercontent.com/a-/ALV-UjVSqNWms_r2IMfRHY_nC8ModlYblly9fPwf2QS1yOd5OmlY6GbUNg=w36-h36-p-rp-mo-br100,Jeremy Francis,104 reviews,2 years ago,"I've heard lots about Five Guys burgers and just had to try it for myself. On a recent trip to New York City, I saw an outlet and tried their burger and fries. I was not disappointed! They tasted great! Looking forward to my next trip!",5
https://lh3.googleusercontent.com/a-/ALV-UjU34fpag9uHl7yGImWC7LYd8YDIXKgpukiNQhB_CWydRinZtDI=w36-h36-p-rp-mo-ba3-br100,marco mariani,Local Guide · 25 reviews · 11 photos,6 years ago,Very nice fast food with the best hamburger in new york. The service was very good with many friendly people,5
https://lh3.googleusercontent.com/a-/ALV-UjW-AjtX-RSRyLctY7VNXxK60nNQJ1rZ8QajiutjC_eRyN9J0uZq=w36-h36-p-rp-mo-ba3-br100,Anne,Local Guide · 52 reviews,4 years ago,"Food-wise, it's good honest food. Love the fries made from Idaho spuds. More flavorful than those in other chains. Love the idea of their serving free peanuts. I appreciate this gesture of hospitality. Would love to see a cleaner toilet.",4
https://lh3.googleusercontent.com/a-/ALV-UjWbdkPwUj16BgSRBSLPtKD7wUeh_MQmq9ys8NJGdY_w3Ck0Bu6I=w36-h36-p-rp-mo-ba4-br100,Meghann Walker,Local Guide · 44 reviews · 71 photos,4 years ago,"The burgers here are delicious! Fresh made to order, you can't go wrong. Not to mention you choose your own toppings! The fries, like the burgers are fresh made to order as well. Sometimes it can get crowded and seating is limited, BUT if you want fresh food, this is your place!!",5
https://lh3.googleusercontent.com/a-/ALV-UjUtFUf2rHjF_zI9BtwNpuaPUa9mNG5eIyi5L9NDuPLRaJaNlq8F=w36-h36-p-rp-mo-ba5-br100,Abrahan Torres,"Local Guide · 104 reviews · 1,539 photos",5 years ago,"Convenient location in the area. It gets too crowded on weekends and especially around Christmas, since it's one of the few places that let you use the restroom. This location is not as big as others, so you won't find seats available all the time. Overall great place to have one of the best burgers in the city.",4
https://lh3.googleusercontent.com/a-/ALV-UjWhtzYA6qAmL3Z7Xwq5_0Ioauft0h7Eu-8fx9UcRJB6cQsoly0EkA=w36-h36-p-rp-mo-ba4-br100,Ryan Mutton,Local Guide · 127 reviews · 56 photos,4 years ago,"A great burger served quickly every time. The fries are amazing. The Coke Freestyle is a blessing (diet caffeine free vanilla Coke thank-you-very-much). This location, while a little small, is fine. Don't count on eating in the store but you're not far from somewhere to sit and eat.",5
https://lh3.googleusercontent.com/a-/ALV-UjVUWAMkOcx5kUyv5ZoJf77OWkt-c5E6_DyMlAwm6xsRRl77pDCF2g=w36-h36-p-rp-mo-ba4-br100,Gábor Hidvégi,Local Guide · 98 reviews · 540 photos,4 years ago,"Best ""junk food"" spots in the city. You just can't stop eating the fries...",5
https://lh3.googleusercontent.com/a/ACg8ocJZAS5FmrAdVcxyoO9hnuktwd8tTi3M41XXi3x1w-xb1-hatQ=w36-h36-p-rp-mo-ba5-br100,Cary Simond,Local Guide · 147 reviews · 820 photos,5 years ago,Good food and very friendly service.,4
https://lh3.googleusercontent.com/a-/ALV-UjVfG5j-LVR5F57SKduAw0dRMgZBTtdYksKnPQA3msHN43DC6Ojv=w36-h36-p-rp-mo-ba4-br100,Faby PrSan,Local Guide · 157 reviews · 11 photos,9 months ago,"Food, tasty as always, super fast.

Only thing I didn't love: no shakes at that location.",4
https://lh3.googleusercontent.com/a/ACg8ocLJeuuAyu-o1Kvyei-Yz41A_m_VWhfiCVFPpzQyWle4_LI9kg=w36-h36-p-rp-mo-ba3-br100,Leslie Brenan,Local Guide · 27 reviews,4 years ago,"Got delivery from Five Guys the other day! Everything was fresh and still hot despite the fact that we waited 30minutes for delivery!The burger was nice and juicy, the fries were also really hot and delicious! The price is pretty standart for nice burger in Manhattan!",5
https://lh3.googleusercontent.com/a-/ALV-UjXQBbRBoNgY2czbAn1CoBDzVRgBJeRtAehrmwjx2JnTTMuViN_9=w36-h36-p-rp-mo-ba3-br100,Antonio Vargas,Local Guide · 77 reviews · 5 photos,2 years ago,"My favorite burgers, I simply love them. They are not expensive. You can build your burger choosing from the toppings list. Do not leave without trying the cajun fries",5
https://lh3.googleusercontent.com/a-/ALV-UjXVGoqIZ--aBcr9E-rvDnJ6UzWdky7wQTAAORsTu1yPjlve9t17=w36-h36-p-rp-mo-ba5-br100,BrooklynArchitect,Local Guide · 379 reviews · 10 photos,a year ago,Usually give 5 stars to all five guys. The issue with the fries being over fried isnt the fault of the staff there were only 3 people working on a Sunday in a very busy tourist area.,4
https://lh3.googleusercontent.com/a-/ALV-UjV2xHaVzo6bvWRW0L5lvuN-f--fWPRv1GUPNVG5hcYoiuuYty_v0w=w36-h36-p-rp-mo-ba4-br100,Daniela Santibáñez,Local Guide · 43 reviews · 123 photos,4 years ago,Great veggie sandwich! Was surprised to even find one lol,5
https://lh3.googleusercontent.com/a-/ALV-UjU6cciqZCy8G-qMs_wGKMfCrfBQiZBL_kpY3FbDfgHAJ6O-6OpXow=w36-h36-p-rp-mo-ba5-br100,Arthur Rufus,Local Guide · 87 reviews · 169 photos,a year ago,Place was busy during my visit. Service at the counter was great but you had to clean your own table. Food tasted good as usual.,4
https://lh3.googleusercontent.com/a-/ALV-UjVgKt_E15AkomcXgT_wsoG-Jk8b5o8gqFnobmN9Tea_MvsaKZnR=w36-h36-p-rp-mo-ba4-br100,Laurent Bonnet,Local Guide · 95 reviews · 242 photos,4 years ago,"For me One of the best burgers of NYC. The meat was juicy, cheese was tasty... I took an all the way cheeseburger and it was delicious. Also the burger was packed correctly and it was still hot when I came back at the hotel.",5
https://lh3.googleusercontent.com/a-/ALV-UjVlLCjeeUASilua5UK3Ou9wDijnw-x9zP-vU5gGC5zrxCnhV5kw=w36-h36-p-rp-mo-ba4-br100,Matt Tamucci,Local Guide · 42 reviews · 7 photos,4 years ago,"Great burgers and fries.  Used the Five Guys app and had my food very quickly after I walked in the door.  This location doesn't have many tables, so it may be hard to find a seat.",5
https://lh3.googleusercontent.com/a/ACg8ocLZHiaeUjwvHjgiU2JBRjMB2fMLGYqF8tFCHgBopibJepmpKA=w36-h36-p-rp-mo-ba4-br100,Chuck,Local Guide · 216 reviews · 17 photos,2 years ago,Everything is fresh including beef and made to order. A little pricey but much better than any other fast food burgers. They have also good milkshake and french fries,4
https://lh3.googleusercontent.com/a-/ALV-UjU56JlreX8W6xOnWGzTiOquI1QrVT0BxudnkDyzbugYsp8bs9QA2g=w36-h36-p-rp-mo-ba4-br100,John Swaffer,Local Guide · 159 reviews · 138 photos,5 years ago,"Great food ... Burgers made to order. Fries are delicious and plentiful ... Love the Cajun seasoning! I'm not a peanut lover, but my friends enjoyed the peanuts while waiting for the burgers.",5
https://lh3.googleusercontent.com/a/ACg8ocJKSsHEyxkB-16q0IoscoraYf3pWHSZTUF8mrQcYROTbwhtgA=w36-h36-p-rp-mo-ba4-br100,임준형,Local Guide · 107 reviews · 56 photos,5 years ago,I really like this place. I hope to eat Five Guys in Korea.,5
https://lh3.googleusercontent.com/a-/ALV-UjWgyb0OgkJfAil4pxMRaPYtjvIJNaPfprQEQz6iYxNTBT4z91W9WQ=w36-h36-p-rp-mo-ba2-br100,Filip Kuzmanovski,Local Guide · 27 reviews · 5 photos,5 years ago,"Solid well made healthy burger without the fuss. Be sure to get a side a cajun fries and don't go beyond the little size, since Five Guys prides itself on it's generous portions.",4
https://lh3.googleusercontent.com/a-/ALV-UjW_1oseKkNxAMBK4ceSx4vrfNWvu0mKX4j076BCc5OiIpyNb-w=w36-h36-p-rp-mo-br100,moh87sen,5 reviews,5 months ago,"As always, as expected, cheese burger and cheese hotdogs, never lets you down",5
https://lh3.googleusercontent.com/a/ACg8ocJqI6G2rxMRDe-PlplrNerj_L20lFI27R-Z7Iaon9H0cIrDVw_G=w36-h36-p-rp-mo-ba2-br100,S K,Local Guide · 21 reviews · 3 photos,5 years ago,"The food was delicious. But personally, I wouldn't like eating in there since It gets hot and stuffy because of the kitchen which isn't really a problem. But If you don't like being in a very warm place, you should take your food and eat outside. The employees were nice and there are no real problems with this location",4
https://lh3.googleusercontent.com/a/ACg8ocI40UWzjdNPtfyHB7-iLJugo_fclgtDF86atmsOHKBSNqymqg=w36-h36-p-rp-mo-ba5-br100,Vilmos Levente Kovacs,Local Guide · 305 reviews · 843 photos,a year ago,Burger and fries are really good. But there are some improvements on the service. For example please more restrooms are required definitely.,4
https://lh3.googleusercontent.com/a-/ALV-UjXeGVBz3TGt-Wv_zibkF4e42mMPkz0TYQPfAVDBpGkttKGrtqN1DA=w36-h36-p-rp-mo-ba5-br100,Deanna Poter,Local Guide · 125 reviews · 361 photos,3 months ago,Fresh food & fast service for being in New York.,5
https://lh3.googleusercontent.com/a-/ALV-UjXA45EtHq-4B9EBk8x5dbDBhSQccwKVEj8UNvXjecOREWmFNk_v=w36-h36-p-rp-mo-br100,Marine F.,5 reviews,9 years ago,"Very good burger and fries. Choose your base (cheeseburger, hamburger) and if you want a little or normal size (2 steaks for the latter) and add any toppings you want for free. Quick service too and no issues with my order.",5
https://lh3.googleusercontent.com/a-/ALV-UjX-Qf8ndlBE-sEcFN-dycKoV6GcNtaTIGmr8j99WapjQ1J1aUHj=w36-h36-p-rp-mo-br100,Joseph Umana,35 reviews · 1 photo,4 years ago,"Delicious burgers and fries. No free peanuts,  like other FG locations.  Most likely the most food your money can buy in the city,  specially after considering that just 2 restaurants away a cup of coffee starts at $12.50",5
https://lh3.googleusercontent.com/a-/ALV-UjWz7xSLn2C2GA1Ltg526aY19A9APF4bZ3waIpscWxkBU1Zl-ccFGA=w36-h36-p-rp-mo-ba5-br100,UltraEric,Local Guide · 466 reviews · 863 photos,a year ago,"Their burgers and fries are 100% awesome. Gotta stop by there for lunch 1 day

Rating: 100/100",5
https://lh3.googleusercontent.com/a-/ALV-UjUpmWMnvN_ZPrgqout8DRWA3oFe8_n3a0FyhQFRpFS_lFWGPG6pTw=w36-h36-p-rp-mo-ba5-br100,CarlaSofia Teixeira-Fleming,Local Guide · 191 reviews · 347 photos,10 months ago,Best burger and fries always made to perfection hands down.,5
https://lh3.googleusercontent.com/a/ACg8ocJdtXBuTtd30tIv7da0SzblCeYrDlrBXbKonF1JvwNiV-R88g=w36-h36-p-rp-mo-br100,jmaguirre73,120 reviews · 1 photo,a year ago,Always a great burger and amazing fries. Limited sit down room,5
https://lh3.googleusercontent.com/a-/ALV-UjUxSL-b97zk_vIUyyLUAzOBxLOelBWNe9hISLJIpqj-L7sxQdf4mw=w36-h36-p-rp-mo-ba4-br100,Simon Brendel,Local Guide · 140 reviews · 323 photos,5 years ago,"A nice place to have a fresh cheeseburger and some fries. It was my frist time at Five Guys. I like the simplicity, but still the wide selection. The restaurant is located right next to the Rockefeller center.",4
https://lh3.googleusercontent.com/a/ACg8ocKDIsDVfdEgIfeV4RBsqLYxgpa0ntxDfL4UETLYyahdE-PuQQ=w36-h36-p-rp-mo-ba3-br100,Jonathan Wood,Local Guide · 29 reviews · 5 photos,3 years ago,"This Five Guys can get crowded at times during lunch, but usually the wait is not too bad. Like every Five Guys location, they fill the bag up with fries, so always order a small fry; it will be plenty.",4
https://lh3.googleusercontent.com/a-/ALV-UjVpcjMRDCDvP2j8BC7DJnoiIU8zQyy11BHT2XsJKjnIFllEWK3F=w36-h36-p-rp-mo-br100,Melissa P,60 reviews · 60 photos,6 years ago,I went here because I figured it would be less crowded than the one in Times Square.  I was right.  Food was as good as at the other places and no lines.  Plenty of empty seats.  There's steps coming down at the entrance though.  I think it would be better if the steps had a handrail and also a ramp for wheelchairs.,4
https://lh3.googleusercontent.com/a-/ALV-UjUwFVH4dVST7vzuXQS3gpcaHte1Hr8H8j9X6rtQzAk7M2medobozw=w36-h36-p-rp-mo-ba4-br100,Nikolai Justesen,Local Guide · 27 reviews · 30 photos,5 years ago,Best cheap burger I ever had.,5
https://lh3.googleusercontent.com/a-/ALV-UjWQfOgCumN8FJ1Kvol3miR6J_Ys-_jw8G2uqS31dP3dXD7D_4FTHA=w36-h36-p-rp-mo-ba4-br100,Alexander Famous,Local Guide · 120 reviews · 247 photos,4 years ago,"This particular Five Guys was nice, though the lines felt a little cluttered and confusing.  Other than that, the food is the same quality as you'd get from any other and there are still free peanuts!",4
https://lh3.googleusercontent.com/a/ACg8ocKAXWZynwgb2GLCEfoErIwaNsBXz8E8_cSrVbYwNyOl293Mdw=w36-h36-p-rp-mo-ba5-br100,Delareen Kennedy,Local Guide · 429 reviews · 119 photos,2 years ago,"Burgers are delicious, hot and freshly made while you wait. The fries were salty buy equally has delicious.",5
https://lh3.googleusercontent.com/a-/ALV-UjWKBupeLwa8lP8b0Z4CIlD6nH1KTiQKGVtalbHC3AdJytBDbNX0PA=w36-h36-p-rp-mo-ba5-br100,Sharder S. Islam,"Local Guide · 278 reviews · 1,452 photos",7 years ago,The cashier here was very nice to me the last time I was here and the burger I ordered here was delicious. As always you have to get the Cajun fries. Only negative is the seating space here is very small.,4
https://lh3.googleusercontent.com/a-/ALV-UjUe3LIw8Upz7Fd7iWAv2lTpXCvUaul6If2ez2iLLQWcZDkt8Ipp=w36-h36-p-rp-mo-ba4-br100,Don Johnson,Local Guide · 109 reviews · 67 photos,2 years ago,Once you get past the sticker shock of an $11 hamburger the food is really good.  The staff was also friendly and fast considering how busy they were.,4
https://lh3.googleusercontent.com/a-/ALV-UjVhFBES61BmGbZ4kLZClY3aCXZ9v07JL077rx4EdtBXWYsJuheA7Q=w36-h36-p-rp-mo-ba5-br100,Ladislav Zástěra,Local Guide · 238 reviews · 983 photos,4 years ago,Very good burgers!,5
https://lh3.googleusercontent.com/a-/ALV-UjW_jUm5F-adX2PzHhkP2JnCKYYJ7S0Hmf5EECZ-sIUZrG0lz_Cl=w36-h36-p-rp-mo-br100,Katherine D.,40 reviews · 1 photo,8 months ago,"Really good fries, kind of dirty/sticky but I would come back for the fries",4
https://lh3.googleusercontent.com/a/ACg8ocIPsDnTZCJbI6y8W0PkJu9bTg3s6-4e5CefjFwGSQ8y08eccQ=w36-h36-p-rp-mo-ba5-br100,Marina Rangel,Local Guide · 452 reviews · 113 photos,4 years ago,"The best burger I ate in America. Just amazing. Try for your self, you will not regret. Furthermore it is a very good price.",5
https://lh3.googleusercontent.com/a-/ALV-UjXX6MTS7PFhc9eurKLvk-v-oVEIwiR4-fq_GnfNQ9EnWuiKVWfh=w36-h36-p-rp-mo-ba4-br100,michele west sisco,Local Guide · 71 reviews · 21 photos,4 months ago,"Always great there,, never a disappointment",5
https://lh3.googleusercontent.com/a/ACg8ocLwpQenPgyZ1CX1TYyO0F0b8Yxe-8s90btNkDDxucnim1aWuLY=w36-h36-p-rp-mo-ba4-br100,Guru Paladi,Local Guide · 101 reviews · 2 photos,a year ago,I always go to Five Guys for fresh fries. They are the best fries and value for the money. Staff was friendly.,5
https://lh3.googleusercontent.com/a-/ALV-UjVNXazlb9pT3nCrakymNIx1jXMcW0npCizxbq9HsHD8HoNGk0vjqA=w36-h36-p-rp-mo-ba6-br100,Leandro Agustín Martinez,"Local Guide · 570 reviews · 2,035 photos",5 years ago,Always perfect. The best hamburgers in the universe.,5
https://lh3.googleusercontent.com/a-/ALV-UjUpqGS7CAi6cKeNqU4AvCeKj02liZ8Pq8MhPR72P_mo2c3lbus=w36-h36-p-rp-mo-br100,sovetskii52,5 reviews,8 years ago,"Pretty nice place. Walk in, grab your own plate that closes, choose from a wide variety of hot food, pay, walk upstairs that has tables with chairs and one TV. Bathroom available to wash hands. The prices are reasonable. I was satisfied.",4
https://lh3.googleusercontent.com/a-/ALV-UjXkkDDiytH9QZAnl1oVZlqGtHkegJC0tCP_SEzyEB-bO3vZLUXdMw=w36-h36-p-rp-mo-br100,alpha sow,10 reviews,4 years ago,The food and the staff is great here. I wish 5Guys had a tip bowl around. So we can tip the staff after great fresh made burger.,4
https://lh3.googleusercontent.com/a-/ALV-UjXWA3MVs-UhI96ApRweh7spRxCBP2Ndxq2muv62o6EoI4VVyHc_=w36-h36-p-rp-mo-ba4-br100,Mario Tuta,Local Guide · 95 reviews · 177 photos,4 years ago,Really great burgers and frech fries. Very friendly staff but interior is a bit small with limited amount of seats. All that for a good price.,4
https://lh3.googleusercontent.com/a-/ALV-UjXAy50aEfsm3y1-lu9y9wit4rET8g985kokCjDQGSlDyvmluxE=w36-h36-p-rp-mo-ba3-br100,Umang Shah,Local Guide · 23 reviews · 148 photos,6 years ago,"Extremely busy during lunch hours with inadequate seating arrangement. Vegetarian options are limited. However, food is good and they provide with free peanuts to kill your waiting time. :)",4
https://lh3.googleusercontent.com/a/ACg8ocKwDVboIDreTSM4L4yE16UYhLeB9_exg2WbndGImYh_tanOFA=w36-h36-p-rp-mo-ba3-br100,Erwin Esquivel,Local Guide · 16 reviews · 9 photos,4 years ago,"Awesome burgers! The 5 Guys burger never never lacks in consistancy, although the fries may sometimes be under/overcooked they're generous in serving.",5
https://lh3.googleusercontent.com/a-/ALV-UjWzFuogdlWSBO1bMdAEFbvHCzr3l9xNE5hUf7INjgHFelU4TxQj=w36-h36-p-rp-mo-ba4-br100,Kevin M.,Local Guide · 65 reviews · 15 photos,3 years ago,Fast and friendly. Tasty too. Always be careful if you have a nut allergy as they cook their fries in peanut oil.,5
https://lh3.googleusercontent.com/a-/ALV-UjX2jkGFlCZVX97eHPsYCrAiM-YlWShYGpZoIBkgMpuHEjPOYQRy=w36-h36-p-rp-mo-ba2-br100,Steve Fermin,Local Guide · 26 reviews,5 years ago,"Definitely a good burger and good customization options. The fries aren't the best bang for your buck, but the free peanuts definitely make up for it.",4
https://lh3.googleusercontent.com/a/ACg8ocLD3hkJczelrJ8bNqE20c0xLDxwAtiX2M-LvqHSf1ABc9yNSQ=w36-h36-p-rp-mo-br100,Bernd Frank,13 reviews · 13 photos,7 months ago,Best Burger and fries... take it all the way!,5
https://lh3.googleusercontent.com/a/ACg8ocJmeL0tQqvft10lQJ-aVh4_UJckUwBEZqdauCZOUCxjoOnjfg=w36-h36-p-rp-mo-br100,Michael Nilsson,2 reviews,10 years ago,"The East Coast's Answer to In N' Out, these awesome-ly yummy burgers are a calorie-buster, but a satisfying one at that.  The plethora of sauces and options only sweeten the treat, as are the free peanuts available.",4
https://lh3.googleusercontent.com/a-/ALV-UjVBiO2jseEWjIXI29kuaUVt-c6vbROYIilFO2d9sMDkzfcMTWjB=w36-h36-p-rp-mo-ba2-br100,Steven Motie,Local Guide · 16 reviews · 32 photos,6 years ago,Great tasting burgers and food. I gave it 4 stars because of the cost and sometimes they just toss my fries in the bag. No big deal though.,4
https://lh3.googleusercontent.com/a/ACg8ocJZXjaprMQhp-5mQ75Hx2XQ1WvQIF0e8-ldO-LX_idPtpAFEnIh=w36-h36-p-rp-mo-ba3-br100,Chris,Local Guide · 52 reviews · 27 photos,10 years ago,"Great burgers, moderately priced, nice decor but slow service.  Still a good place to try if you are in the mood for fast-food-style burgers.",4
https://lh3.googleusercontent.com/a-/ALV-UjXDG7DnPU7v4HJq1C7QZudb0yLduBg3Keie_GzlHqY_Gqcp2CI=w36-h36-p-rp-mo-ba2-br100,Nicolás F.,Local Guide · 26 reviews · 4 photos,2 years ago,Great burgers and fries! Everything tasted super fresh and delicious; delivers what they promise =),5
https://lh3.googleusercontent.com/a/ACg8ocIaMeUE2Qv2vZYEG0GcnToxOEiSK3s_z1hb0LKzOXhd3oVerA=w36-h36-p-rp-mo-br100,Naomi Lewis,9 reviews,a year ago,"Hands down the best Burgers, Fries and great prices.",5
https://lh3.googleusercontent.com/a-/ALV-UjVNDQLwlnUusMp267bgLLHxLKZG4yQCia4sFsGQnVl3AICBPoWl=w36-h36-p-rp-mo-ba4-br100,Chris Brown,Local Guide · 56 reviews · 38 photos,a year ago,Very friendly staff.  Great food.  Very generous portion of fries.,5
https://lh3.googleusercontent.com/a/ACg8ocJbuh6uuc1OleWUaXNo7QzhIfYQ383ooG8VeEqsO5yL_UiHvhA=w36-h36-p-rp-mo-br100,Zituo Jin,4 reviews · 1 photo,4 years ago,"Ordered a cheese burger with everything and Cajun fries, portion was huge, flavor was on the spot. Oh, don't forget to try their free peanuts.",5
https://lh3.googleusercontent.com/a-/ALV-UjVYyU6u92V30Tm1-C9LCmTNMT_owJo8Ik0nb-T0MnBwGThRfxoTaA=w36-h36-p-rp-mo-ba3-br100,Jonathan Fitzwater,Local Guide · 43 reviews · 4 photos,8 years ago,Great burgers. Service was great. They actually came out and cleaned the tables because they saw it was dirty. Not expecting that in a burger joint in NYC.,5
https://lh3.googleusercontent.com/a/ACg8ocI7UOKc2LGN965rDw_VFeJduq5aVwH1gAUFAjsGElI5mNErHQ=w36-h36-p-rp-mo-br100,josef m,9 reviews,10 years ago,"A nice, normally-priced a fast food burger place. I had Cheeseburger with 3-4 topping moreover, you get free unlimited toppings and, you can get fries on the side. lol",4
https://lh3.googleusercontent.com/a-/ALV-UjWS1-9xr7qJ5xyTC8ofDl5PAjT9wvbFfDzkVfWPvusxYJkhqhuq-g=w36-h36-p-rp-mo-ba5-br100,Themis Thomassin,Local Guide · 227 reviews · 318 photos,5 years ago,A good place to grab a quick bite! Quite full because of the location - nonetheless delicious like every other five guys. Reasonable prices here.,4
https://lh3.googleusercontent.com/a-/ALV-UjXkfO5CxT1oeD5V-MQ094tjrUHk8B9TWePla-vyTORrw6q2JXCD=w36-h36-p-rp-mo-ba4-br100,Ruben Fazi,Local Guide · 113 reviews · 388 photos,5 years ago,"Awesome burgers and fries and the best part, still very reasonably priced. Staff is always very upbeat and friendly.",5
https://lh3.googleusercontent.com/a-/ALV-UjUK7L_rPeSfH7QB90f96F6gRkPwD2Rga6XzV2lpnoJhnwtOm61Vvw=w36-h36-p-rp-mo-ba4-br100,Dana Reig,Local Guide · 106 reviews · 79 photos,6 years ago,You can't go wrong if you're a meat eater if you're not this place will change your mind for sure... best burgers best fries,5
https://lh3.googleusercontent.com/a-/ALV-UjUfHVc_hl8AzGB2baoBcMHrImXmPmRbzKo8qHnhyiiG2khLQYEq=w36-h36-p-rp-mo-ba4-br100,Sam A,Local Guide · 48 reviews · 149 photos,7 years ago,Nice and clean location. Food is great! The fries... OMG. Friendly staff. Fast service. What more can you ask for?,5
